Time,S0Read,S0Write,S1Read,S1Write
06:03:47,5014313.50,7066761.00,135145.53,108454.91
06:03:49,262.19,100.84,219.43,193.32
06:03:51,253.11,66.51,224.48,202.48
06:03:53,24.78,20.74,77.48,49.19
06:03:55,15.46,14.39,16.73,17.33
06:03:57,13.89,13.99,22.06,19.65
06:03:59,64.47,51.64,75.68,61.82
06:04:01,363.72,293.21,320.49,260.97
06:04:03,785.27,671.58,375.59,277.67
06:04:05,260.21,222.53,280.97,239.99
06:04:07,1389.46,1677.82,2792.85,3028.10
06:04:09,1529.97,1452.88,3924.78,3361.77
06:04:11,43.63,38.76,672.17,367.51
06:04:13,16.00,15.73,28.02,24.70
06:04:15,308.22,40.78,501.08,42.02
06:04:17,1511.92,978.09,281.47,50.60
06:04:19,6573.01,5633.42,2283.18,1982.77
06:04:21,4565.69,4407.84,6393.77,4051.07
06:04:23,4435.16,4327.21,3807.60,2079.05
06:04:25,4274.77,4274.90,3295.20,1921.67
06:04:27,4109.00,4136.85,3085.28,1913.25
06:04:29,4649.22,4276.95,3290.82,1865.91
06:04:31,4201.12,4205.34,3134.95,1875.51
06:04:33,4224.65,4214.02,3022.45,1855.78
06:04:35,4181.10,4171.59,3008.97,1835.08
06:04:37,4184.64,4172.22,3027.74,1838.57
06:04:39,4205.23,4194.83,3006.61,1824.33
06:04:41,4179.27,4181.23,3030.98,1852.78
06:04:43,4172.29,4166.27,2988.49,1820.03
06:04:45,4180.80,4173.03,3026.93,1828.72
06:04:47,4287.21,4240.13,3035.98,1843.05
06:04:49,4179.90,4166.53,3091.05,1883.57
06:04:51,4260.98,4198.25,2981.93,1801.50
06:04:53,4836.65,4585.02,3053.90,1845.57
06:04:55,4496.77,4284.28,3077.39,1843.54
06:04:57,4195.20,4163.08,3149.09,1898.71
06:04:59,4281.18,4207.25,3045.04,1855.62
06:05:01,5123.56,4306.83,3487.36,2095.81
06:05:03,4417.22,4320.33,3638.05,1997.77
06:05:05,4304.44,4245.13,3803.68,2018.72
06:05:07,4323.07,4237.58,3224.91,1863.63
06:05:09,4213.56,4168.46,3060.81,1838.00
06:05:11,4261.40,4193.15,3047.62,1830.38
06:05:13,4161.84,4147.67,3067.91,1847.52
06:05:15,4218.51,4177.73,2987.17,1790.26
06:05:17,4232.16,4190.29,3031.36,1823.14
06:05:19,4254.39,4203.51,3059.65,1836.14
06:05:21,4172.91,4149.77,3071.11,1844.21
06:05:23,4212.09,4171.39,3020.57,1807.05
06:05:25,4215.20,4180.47,3031.97,1812.71
06:05:27,4243.21,4187.19,3054.34,1836.11
06:05:29,4201.67,4170.04,3031.62,1815.89
06:05:31,4227.56,4188.05,2998.86,1790.75
06:05:33,5045.37,4301.60,3366.01,1902.35
06:05:35,4295.44,4253.59,3670.24,1897.39
06:05:37,4269.80,4231.38,3733.39,1907.72
06:05:39,4216.07,4172.33,3058.31,1817.68
06:05:41,4248.79,4189.75,3061.20,1829.30
06:05:43,4213.88,4167.89,3093.04,1855.47
06:05:45,4191.16,4155.56,3059.56,1827.39
06:05:47,4219.94,4176.44,3045.22,1821.99
06:05:49,4263.81,4204.05,3045.39,1825.11
06:05:51,4222.99,4169.98,3087.23,1849.54
06:05:53,4208.23,4156.25,3068.55,1827.99
06:05:55,4218.57,4167.09,3044.79,1815.17
06:05:57,4254.52,4186.38,3097.45,1856.28
06:05:59,4202.33,4161.46,3078.37,1848.37
06:06:01,4208.70,4165.12,3051.01,1821.63
06:06:03,4837.63,4228.25,3142.21,1866.20
06:06:05,4656.13,4283.52,3647.36,1937.30
06:06:07,4237.67,4237.40,3893.87,1937.77
06:06:09,4224.28,4192.58,3368.92,1848.80
06:06:11,4231.26,4176.01,3074.32,1829.68
06:06:13,4245.44,4178.30,3076.21,1848.41
06:06:15,4200.38,4142.41,3040.76,1834.82
06:06:17,4274.03,4174.43,3012.22,1827.05
06:06:19,4266.77,4178.53,3012.29,1810.55
06:06:21,4248.75,4181.05,3093.91,1846.11
06:06:23,4196.69,4152.67,3103.70,1838.63
06:06:25,4201.28,4164.33,3090.03,1815.55
06:06:27,4191.09,4156.42,3082.18,1830.63
06:06:29,4244.72,4186.00,3087.83,1836.08
06:06:31,4171.58,4154.07,3058.91,1820.80
06:06:33,4207.67,4170.72,3039.36,1814.33
06:06:35,4809.57,4223.22,3131.01,1854.71
06:06:37,4240.01,4178.54,3082.92,1850.22
06:06:39,4274.53,4166.43,3080.25,1842.52
06:06:41,4643.73,4292.43,3900.76,1936.03
06:06:43,4306.35,4272.49,4094.89,1943.35
06:06:45,4199.06,4163.26,3086.35,1837.16
06:06:47,4174.26,4152.43,3107.61,1847.61
06:06:49,4196.49,4177.56,3089.95,1822.10
06:06:51,4199.45,4170.91,3116.34,1843.48
06:06:53,4230.44,4171.29,3117.81,1853.49
06:06:55,4232.61,4161.15,3081.28,1831.95
06:06:57,4227.81,4172.98,3097.77,1829.87
06:06:59,4224.18,4172.84,3133.23,1840.22
06:07:01,4165.69,4162.77,3116.81,1828.65
06:07:03,4146.06,4156.29,3137.34,1846.60
06:07:05,4301.19,4184.88,3102.28,1823.74
06:07:07,4191.12,4181.38,3148.59,1853.74
06:07:09,4707.52,4210.15,3178.64,1850.54
06:07:11,4193.89,4178.26,3130.98,1828.19
06:07:13,4197.03,4184.93,3129.10,1832.00
06:07:15,4518.99,4235.06,3402.11,1888.51
06:07:17,4345.94,4267.61,4196.21,1969.41
06:07:19,4234.03,4235.02,3579.15,1876.74
06:07:21,4165.98,4174.22,3103.35,1822.61
06:07:23,4204.84,4186.65,3126.78,1845.34
06:07:25,4178.30,4158.33,3109.57,1831.90
06:07:27,4179.11,4165.53,3119.08,1829.13
06:07:29,4161.99,4150.83,3114.90,1820.25
06:07:31,4186.01,4179.07,3119.07,1827.16
06:07:33,4153.64,4165.39,3109.34,1829.46
06:07:35,4323.73,4197.44,3109.55,1828.32
06:07:37,4162.37,4158.31,3097.43,1831.75
06:07:39,4233.70,4187.12,3093.69,1836.56
06:07:41,5215.79,4275.41,3237.67,1940.70
06:07:43,4355.61,4186.78,3108.80,1851.15
06:07:45,4201.13,4143.36,3052.72,1820.42
06:07:47,4496.77,4232.70,3286.63,1876.21
06:07:49,4442.62,4272.56,4082.96,1947.84
06:07:51,4263.31,4216.66,3466.67,1858.71
06:07:53,4231.75,4172.63,3065.93,1832.10
06:07:55,4251.56,4184.06,3054.34,1819.46
06:07:57,4214.39,4154.61,3087.47,1845.16
06:07:59,4226.78,4162.97,3068.86,1820.22
06:08:01,4236.87,4164.74,3049.70,1816.68
06:08:03,4215.57,4162.66,3066.72,1831.45
06:08:05,4194.27,4153.69,3063.27,1830.84
06:08:07,4349.90,4185.01,3071.77,1842.23
06:08:09,4240.22,4181.94,3054.38,1825.38
06:08:11,4341.74,4192.14,3106.21,1857.10
06:08:13,5254.92,4300.30,3269.42,1954.60
06:08:15,4202.94,4152.20,3055.98,1822.96
06:08:17,4260.00,4190.58,3079.60,1835.41
06:08:19,4569.36,4233.17,3354.98,1896.29
06:08:21,4355.88,4273.38,4194.31,1956.72
06:08:23,4193.21,4185.13,3340.02,1864.61
06:08:25,4175.18,4171.14,3140.99,1839.76
06:08:27,4149.57,4173.29,3185.42,1855.37
06:08:29,4148.73,4178.17,3172.02,1834.87
06:08:31,4115.07,4157.39,3168.26,1832.91
06:08:33,4174.44,4171.67,3138.21,1831.37
06:08:35,4145.59,4156.16,3148.57,1838.60
06:08:37,4190.65,4170.14,3153.10,1851.83
06:08:39,4237.52,4180.12,3145.12,1835.22
06:08:41,4157.45,4184.66,3140.88,1815.45
06:08:43,4368.46,4190.13,3198.08,1860.58
06:08:45,4981.11,4277.43,3362.78,1931.70
06:08:47,4120.42,4165.58,3197.18,1843.95
06:08:49,4153.14,4177.47,3150.66,1822.29
06:08:51,4569.34,4238.67,3510.58,1894.00
06:08:53,4300.25,4290.50,4289.30,1960.79
06:08:55,4259.80,4202.26,3240.98,1855.30
06:08:57,4215.53,4174.39,3106.79,1841.21
06:08:59,4185.88,4169.92,3162.27,1855.52
06:09:01,4173.56,4165.71,3129.63,1834.27
06:09:03,4175.96,4168.13,3147.53,1845.73
06:09:05,4204.02,4174.72,3078.98,1809.39
06:09:07,4204.98,4167.45,3100.14,1837.36
06:09:09,4262.61,4162.79,3088.29,1837.78
06:09:11,4235.43,4177.60,3068.14,1818.52
06:09:13,4243.39,4187.08,3106.90,1847.93
06:09:15,4454.02,4193.74,3109.50,1841.82
06:09:17,4168.84,4155.51,3133.75,1849.49
06:09:19,4193.83,4181.17,3085.25,1805.53
06:09:21,4507.04,4202.82,3199.11,1854.37
06:09:23,4169.77,4168.04,3119.77,1830.69
06:09:25,4177.40,4175.34,3125.52,1831.08
06:09:27,4600.81,4261.83,3494.28,1909.20
06:09:29,4304.25,4281.92,4268.24,1958.19
06:09:31,4211.75,4206.59,3505.13,1870.92
06:09:33,4169.34,4169.14,3162.16,1848.74
06:09:35,4182.72,4171.61,3102.17,1811.29
06:09:37,4199.82,4182.85,3142.87,1840.48
06:09:39,4149.47,4147.18,3112.67,1824.24
06:09:41,4333.65,4201.90,3139.46,1836.30
06:09:43,4189.59,4175.00,3127.05,1830.96
06:09:45,4202.34,4181.71,3147.78,1834.69
06:09:47,4681.71,4221.37,3187.73,1888.32
06:09:49,4187.93,4182.08,3155.01,1835.94
06:09:51,4184.76,4173.92,3129.87,1827.92
06:09:53,4817.86,4260.73,3299.76,1914.63
06:09:55,4148.45,4154.53,3139.44,1833.64
06:09:57,4176.05,4180.84,3147.63,1834.28
06:09:59,4467.95,4216.62,3282.41,1865.92
06:10:01,4358.63,4282.67,4208.83,1958.47
06:10:03,4159.55,4206.68,3641.29,1891.60
06:10:05,4138.03,4180.93,3149.07,1811.78
06:10:07,4124.97,4173.09,3168.89,1826.83
06:10:09,4124.21,4168.47,3198.84,1840.28
06:10:11,4086.04,4153.06,3206.13,1839.39
06:10:13,4265.99,4196.26,3199.07,1846.88
06:10:15,4139.52,4181.66,3201.95,1840.50
06:10:17,4098.50,4153.75,3199.92,1843.86
06:10:19,4598.18,4215.79,3240.25,1884.01
06:10:21,4115.24,4175.18,3170.14,1825.61
06:10:23,4122.44,4176.48,3181.19,1837.51
06:10:25,4665.37,4234.78,3292.73,1888.86
06:10:27,4179.69,4183.10,3186.88,1845.18
06:10:29,4120.49,4176.36,3147.98,1814.01
06:10:31,4350.82,4209.14,3264.45,1860.01
06:10:33,4335.32,4249.37,4161.40,1963.06
06:10:35,4178.88,4223.27,3740.48,1885.03
06:10:37,4107.40,4156.83,3155.13,1827.71
06:10:39,4146.57,4173.47,3155.27,1834.56
06:10:41,4129.94,4143.09,3129.27,1828.77
06:10:43,4161.19,4170.47,3136.71,1837.36
06:10:45,4300.61,4187.02,3140.03,1838.44
06:10:47,4164.80,4169.59,3140.75,1835.35
06:10:49,4125.09,4151.30,3124.94,1820.75
06:10:51,4690.57,4245.14,3179.27,1871.89
06:10:53,4116.38,4155.92,3139.31,1826.05
06:10:55,4154.30,4174.52,3134.88,1819.89
06:10:57,4585.24,4223.21,3239.39,1878.72
06:10:59,4363.70,4205.73,3162.98,1840.90
06:11:01,4176.67,4180.83,3095.55,1808.31
06:11:03,4288.05,4179.29,3127.32,1834.81
06:11:05,4499.09,4273.89,4041.24,1951.61
06:11:07,4255.87,4251.88,3841.46,1911.88
06:11:09,4197.64,4179.16,3089.80,1820.94
06:11:11,4155.35,4141.69,3109.77,1832.23
06:11:13,4233.77,4181.52,3103.31,1841.77
06:11:15,4236.02,4182.67,3055.96,1815.43
06:11:17,4390.05,4197.89,3062.30,1832.39
06:11:19,4222.47,4162.20,3046.83,1809.44
06:11:21,4233.70,4168.92,3067.55,1823.17
06:11:23,4462.21,4186.52,3086.72,1845.64
06:11:25,4245.92,4175.82,3052.22,1818.60
06:11:27,4207.65,4153.84,3053.28,1825.60
06:11:29,4831.82,4245.16,3198.03,1891.85
06:11:31,4226.30,4175.30,3035.12,1811.03
06:11:33,4229.19,4168.18,3071.16,1838.43
06:11:35,4548.97,4212.72,3366.23,1895.13
06:11:37,4361.54,4284.79,4184.19,1946.98
06:11:39,4243.40,4200.13,3261.17,1835.63
06:11:41,4219.84,4172.98,3054.47,1813.18
06:11:43,4196.80,4157.52,3098.42,1839.93
06:11:45,4195.29,4169.53,3059.43,1803.30
06:11:47,4171.38,4165.57,3113.71,1831.65
06:11:49,4330.86,4187.83,3091.48,1828.64
06:11:51,4170.91,4153.90,3080.49,1814.52
06:11:53,4188.15,4166.12,3079.58,1817.51
06:11:55,4696.36,4230.88,3127.45,1862.80
06:11:57,4186.31,4153.38,3084.71,1832.64
06:11:59,4213.83,4158.43,3058.63,1816.05
06:12:01,4845.01,4259.24,3180.75,1875.42
06:12:03,4231.87,4173.84,3071.77,1836.06
06:12:05,4218.99,4164.11,3069.81,1828.14
06:12:07,4488.40,4202.44,3302.11,1888.63
06:12:09,4451.41,4286.97,4083.12,1936.43
06:12:11,4272.16,4225.10,3509.58,1873.92
06:12:13,4204.15,4157.34,3066.12,1823.48
06:12:15,4217.10,4166.82,3071.23,1818.77
06:12:17,4221.73,4181.25,3087.16,1829.33
06:12:19,4186.93,4171.14,3095.09,1826.28
06:12:21,4313.87,4184.39,3112.22,1832.67
06:12:23,4172.11,4163.33,3123.17,1835.89
06:12:25,4199.32,4184.79,3109.49,1826.27
06:12:27,4697.55,4237.07,3174.96,1888.13
06:12:29,4181.93,4170.38,3088.81,1815.35
06:12:31,4193.35,4172.26,3095.75,1822.29
06:12:33,4826.32,4261.81,3202.83,1887.75
06:12:35,4225.54,4164.34,3085.82,1832.98
06:12:37,4245.98,4173.68,3066.58,1838.85
06:12:39,4392.43,4200.07,3209.55,1849.13
06:12:41,4612.48,4309.47,3969.58,1943.84
06:12:43,4302.20,4218.89,3588.31,1898.35
06:12:45,4271.54,4169.00,3003.50,1819.43
06:12:47,4294.61,4180.97,3028.42,1841.53
06:12:49,4282.22,4168.52,2978.22,1814.39
06:12:51,4281.65,4169.36,3024.34,1840.46
06:12:53,4398.67,4173.44,3022.05,1849.70
06:12:55,4313.35,4185.88,2997.73,1824.61
06:12:57,4289.26,4170.37,3016.86,1843.39
06:12:59,4798.85,4228.49,3086.02,1893.16
06:13:01,4282.19,4164.53,2975.10,1810.16
06:13:03,4295.64,4174.71,3031.34,1848.24
06:13:05,4769.98,4232.31,3121.26,1888.16
06:13:07,4405.61,4177.52,3046.14,1852.62
06:13:09,4281.68,4165.60,2976.84,1816.66
06:13:11,4396.96,4197.93,3100.39,1849.00
06:13:13,4642.77,4286.48,3920.05,1963.47
06:13:15,4321.59,4226.69,3718.34,1907.05
06:13:17,4259.21,4160.38,3016.73,1824.81
06:13:19,4288.75,4188.14,3022.30,1824.04
06:13:21,4265.88,4174.42,3038.98,1825.51
06:13:23,4266.96,4179.65,3061.01,1838.27
06:13:25,4386.33,4183.60,3068.89,1840.31
06:13:27,4276.59,4191.51,3065.88,1839.13
06:13:29,4250.54,4179.47,3074.45,1829.89
06:13:31,4734.92,4233.24,3093.26,1865.31
06:13:33,4273.11,4173.12,3080.69,1841.35
06:13:35,4277.01,4182.44,3046.30,1819.24
06:13:37,4630.96,4227.63,3151.33,1876.87
06:13:39,4511.73,4202.67,3124.72,1862.33
06:13:41,4269.64,4178.18,3068.65,1835.22
06:13:43,4291.32,4176.78,3054.54,1837.74
06:13:45,4679.23,4286.91,3901.24,1962.81
06:13:47,4324.04,4252.56,3881.82,1925.69
06:13:49,4295.27,4183.44,3022.57,1827.33
06:13:51,4274.10,4167.21,3010.62,1827.71
06:13:53,4278.96,4165.64,3052.43,1858.26
06:13:55,4301.23,4182.12,2986.95,1809.73
06:13:57,4444.42,4199.37,3010.93,1838.25
06:13:59,4267.73,4155.71,3027.02,1834.12
06:14:01,4302.98,4178.03,3020.33,1830.83
06:14:03,4633.20,4214.61,3027.32,1852.10
06:14:05,4461.11,4201.68,3029.79,1844.62
06:14:07,4282.81,4169.24,3015.38,1836.28
06:14:09,4568.26,4211.80,3061.57,1862.71
06:14:11,4648.48,4221.89,3117.56,1863.94
06:14:13,4304.52,4179.54,3024.53,1836.09
06:14:15,4255.35,4151.40,3009.02,1821.33
06:14:17,4719.82,4281.86,3739.70,1952.25
06:14:19,4339.17,4244.48,3966.53,1927.97
06:14:21,4298.16,4176.43,3011.31,1828.67
06:14:23,4289.87,4169.69,3084.96,1856.48
06:14:25,4311.07,4183.09,3016.25,1819.60
06:14:27,4280.88,4167.64,3023.70,1838.45
06:14:29,4295.58,4181.41,3002.66,1817.44
06:14:31,4326.78,4158.86,3008.24,1827.22
06:14:33,4271.94,4165.56,3033.06,1840.52
06:14:35,4510.62,4174.35,3000.16,1829.19
06:14:37,4293.80,4177.20,3009.32,1833.90
06:14:39,4302.82,4195.82,3008.03,1826.15
06:14:41,4505.18,4195.93,3032.17,1823.87
06:14:43,4293.78,4178.61,3004.76,1829.29
06:14:45,4281.43,4172.37,3005.93,1821.36
06:14:47,4384.28,4187.33,3040.40,1840.80
06:14:49,4296.82,4185.57,2986.40,1808.13
06:14:51,4502.44,4209.93,3506.00,1861.42
06:14:53,4317.35,4226.27,3427.01,1883.54
06:14:55,4298.07,4183.76,3045.60,1834.95
06:14:57,4269.25,4176.49,3016.77,1827.37
06:14:59,4328.57,4187.43,3007.47,1832.42
06:15:01,4273.64,4164.25,2994.97,1812.06
06:15:03,4297.17,4178.78,3038.05,1843.81
06:15:05,4454.72,4203.79,3018.54,1829.75
06:15:07,4288.53,4172.56,3017.06,1829.69
06:15:09,4282.49,4170.72,2972.88,1803.04
06:15:11,5159.06,4292.65,3135.58,1910.68
06:15:13,4439.45,4200.84,3058.36,1845.20
06:15:15,4289.70,4168.41,2983.39,1810.30
06:15:17,4445.66,4183.71,3038.52,1848.55
06:15:19,4302.24,4185.66,2994.26,1814.13
06:15:21,4293.99,4176.88,2990.67,1809.37
06:15:23,4441.96,4215.25,3330.33,1876.08
06:15:25,4605.69,4290.55,3933.43,1937.53
06:15:27,4318.52,4224.53,3439.45,1861.79
06:15:29,4271.30,4172.62,3001.89,1814.45
06:15:31,4284.67,4166.58,3000.54,1816.91
06:15:33,4269.58,4174.91,3030.98,1833.06
06:15:35,4253.00,4165.38,2998.38,1808.39
06:15:37,4394.99,4188.06,3029.15,1832.74
06:15:39,4241.15,4162.89,3008.99,1810.43
06:15:41,4279.07,4178.95,3025.38,1827.86
06:15:43,4989.48,4276.25,3114.93,1885.74
06:15:45,4511.45,4198.27,3072.40,1851.83
06:15:47,4267.29,4162.01,2988.20,1814.95
06:15:49,4358.77,4176.37,3016.63,1830.32
06:15:51,4377.58,4189.19,2997.65,1824.44
06:15:53,4281.86,4170.15,3010.74,1832.79
06:15:55,4391.52,4209.44,3209.01,1835.92
06:15:57,4633.53,4280.61,3905.08,1955.21
06:15:59,4359.98,4241.29,3503.29,1862.19
06:16:01,4274.07,4169.76,3010.45,1821.88
06:16:03,4257.60,4161.23,3043.99,1842.00
06:16:05,4300.65,4182.49,3001.15,1819.08
06:16:07,4260.97,4168.09,3014.59,1821.85
06:16:09,4393.76,4181.22,3030.24,1836.64
06:16:11,4287.88,4189.49,3050.06,1830.36
06:16:13,4250.66,4178.25,3054.79,1836.21
06:16:15,4851.30,4253.09,3129.72,1886.06
06:16:17,4568.00,4209.20,3152.46,1870.56
06:16:19,4245.46,4176.55,3060.59,1833.34
06:16:21,4245.57,4170.74,3027.64,1815.49
06:16:23,4431.93,4206.89,3099.76,1855.39
06:16:25,4215.78,4153.36,3035.97,1817.46
06:16:27,4318.36,4195.36,3171.57,1856.85
06:16:29,4586.17,4300.37,3953.87,1940.16
06:16:31,4407.48,4255.16,3648.54,1902.74
06:16:33,4232.60,4152.99,3022.70,1827.10
06:16:35,4289.15,4186.23,3018.57,1823.59
06:16:37,4277.58,4170.87,3018.47,1830.57
06:16:39,4292.31,4185.15,3013.07,1823.41
06:16:41,4393.12,4176.53,2999.46,1819.87
06:16:43,4288.88,4183.99,3034.25,1834.06
06:16:45,4264.49,4171.70,3007.19,1815.86
06:16:47,4763.67,4243.32,3094.52,1887.26
06:16:49,4748.25,4234.90,3129.67,1868.64
06:16:51,4264.41,4173.31,3026.34,1824.51
06:16:53,4257.11,4177.03,3047.18,1834.51
06:16:55,4417.88,4190.66,3059.71,1837.70
06:16:57,4247.93,4170.48,3043.76,1832.46
06:16:59,4244.36,4177.28,3085.51,1828.32
06:17:01,4623.71,4301.07,3943.09,1946.89
06:17:03,4372.10,4240.33,3823.89,1939.26
06:17:05,4249.64,4174.38,3036.82,1817.72
06:17:07,4252.25,4176.41,3040.84,1824.12
06:17:09,4261.96,4177.58,3034.59,1818.49
06:17:11,4232.46,4161.80,3043.44,1821.94
06:17:13,4396.49,4194.77,3064.64,1847.17
06:17:15,4268.45,4172.65,3037.63,1833.70
06:17:17,4268.69,4164.50,3042.07,1840.85
06:17:19,4583.85,4195.72,3079.72,1865.52
06:17:21,4896.84,4252.98,3152.96,1890.56
06:17:23,4279.53,4173.36,3046.94,1841.61
06:17:25,4299.03,4181.44,3031.06,1836.20
06:17:27,4461.35,4192.20,3050.64,1854.00
06:17:29,4284.90,4168.26,2990.51,1817.32
06:17:31,4310.94,4185.13,2999.19,1815.31
06:17:33,4590.63,4284.01,3894.00,1957.95
06:17:35,4490.24,4244.01,3800.29,1923.53
